"","num","title","content"
"104",153,"n들은 하나만 알고 둘을 모름 이게 큰차이임","         오늘 어떤 신문기사보는데예를들어볼께어떤 미혼모 엄마가 어린갓난자식 돌볼능력안되서외국에 입양보냄이건 백번천번 잘한거고 미혼모 엄마가 자식을 안사랑한게 아니거든그 애미도 존나 마음아프고 평생 죄지은마음으로 살꺼고아니 오히려 책임감있는행동인데'자식을 때냈다' , '버린부모' 라는 그 단순 팩트 사실만 가지고이걸보고 싸이코패스라느니<U+00A0>애미자격없다느니 이딴말 지껄이는 새끼들 존나 답답하더라또 이 예시보고 걸고넘어지는 피곤한 유형있을거같은데미혼모건 남자건 틀딱이건<U+00A0>여기서 그건 중요한게 아님N들은 그게 존나 말이 안통함 여러가지 경험이나 다양성, 상황, 가능성을 염두하지 않으니까단순팩트, 논리, 로직만 가지고 이야기함좋게 보면 순진해서<U+00A0>S마인드로 이해하고 조언을 해주면 또 꼬와함'화내는건 무조건 기분나쁘다.', '왜따지냐'치매노인들이나 어린아기들이 화내도 기분나빠할 새끼들임.그러니까 꼰대들이 잔소리하면 '왜' 잔소리 하는지를 모름ㅇㅇ'잔소리를 했다.' '말투가 기분나빴다'<U+00A0><U+00A0>라는 그 표면적인 사실만 보고 발끈해댐윗사람한테 사바사바를 '왜' 하는지, 그사람들이 왜 굳이 그렇게 하는지를 모름단순히 그 행동만 보고 가식적이다, 난 그런짓 안한다이러고 자빠졌음ㅋㅋㅋㅋ난 그래서 es들 밝은모습을 보면 오히려 마음이 아픔<U+00A0>당장 밥한끼를 사줘도 S들은 그 의미를 암. 아 오늘 밥먹으면서 무슨 할말이 있는건가, 앞으로 잘해보자는뜻이구나사회적뜻을 파악함. 티키타카가 됨N들은 걍 나는 이사람과 밥을 쳐먹었다. 거기 반찬이 맛있다. 그걸로 끝임. 인간이 아니라 로봇에<U+00A0>배터리 넣는거 같아서 보고있으면<U+00A0>갑갑~함        "
"105",154,"INFP 씨발놈","줘패고싶다.. "
"106",155,"맛있는 녀석들 MBTI ",""
"107",156,"[이상형 순행열차] 엣티제들아 이상형 말해봐","         MBTI갤러리 이상형 순행열차        "
"108",158,"개인적견해가많이첨가된 성격드러운 엣티제의 인프피분석","         인프피겉바속촉같은사람 겉으로는 밝은척 속으로는 울고있다는 자신을 즐김내로남불이 심함 본인은 남들의 사정 남들의 힘든점을 다 알고싶어하는듯 보이지만 남들이 본인한테 물어볼땐 혼자 묵히는 본인을 즐기는냥 이야기함본인의 단점이 멋지다고생각함 나 우유 못먹어 ㅠㅠ 나 그거먹으면 배아파 나 밥안먹은지 nn시간 됐어 나 며칠째 굶었어. ㅈㄴ즐김INFP특징인지는 모르겠지만 상대방이 선 넘었을 땐 작은 표현이라도 계속 티를 내는데 그게 여러번 반복되면 갑자기 폭발한다 그사람은 어리둥절할 수 있지만 난 표현했고.. (여러번 참아줬다는건 상대방과 친하다고 생각해서 참은거였는데, 그럼 날 잘 안다고 생각했지만 아니였음) 다음엔 말해야지라는 트윗이있었는데 이것처럼 본인은 묵히는데 남들이 모르는걸 뻔히알면서 오 ㅣ 몰라죠오옹 ㅠㅠ 이러면서 ㅈㄴ폭발함내주변 인프피가 다 이러진않았는데 정신이 불건강하거나 애정결핍 혹은 트페미 오타쿠들은이랬음 반박받는데 엠비티아이는 사람의 유형이지 그사람이 될순없다는걸 감안하며 봐주셈         "
"109",159,"내일 승진 명함받는날이다 헤헤헷","사장님있을때 존나 열심히 하는척하고신입들 존나밟아야지ㅎㅎㅎ연봉오르고 차바꿀꺼 생각하니까 개설레네"
"110",160,"estj들은 정치 주갤 부동산갤에 다있음ㅋㅋㅋㅋ","전부 돈놀이 사업 권력에 혈안됨진정 estj들 거기 다있을듯ㅋㅋㅋ"
"111",161,"여기 사람들은 다 뛰어난감","INFJ인데, 여기 ESTJ 사람들은 다 공부 잘하고 야망 큰감?다 뭔가 공부잘하고(수능최소3등급 이상?) 아님 딴데 재능있고 꿈을 키울거같애"
"112",162,"본인 유형에 만족함?","헬조센에서 살아가기에 엣티제 엔티제가 제일 유리한거같다"
"113",163,"울 엄마 엣티제 나왔는데","         너네가 울 엄마랑 같은지 한 번 확인해봐야겠어        "
"114",165,"전부 estj피빨아먹는 기생충같은 새끼들ㅋㅋㅋ","잔소리니 오지랖이니estj뒷담존나하면서부모등골빼먹고회사가서는 연봉올려달라고 하는꼬라지들보면레알짜증나고 좆같음estj 부모 욕했으면 제발 부모돈그만 받아쳐먹고독립하고estj 회사상사좆같으면 일도 혼자하고 estj상사 귀한돈 시간 뜯어가지말고나가 좀아씨발 회사일존나못하는새끼가 불평도 제일많음estj 욕하는새끼들보면전부 estj피빨아먹는 열폭기생충같은 새끼들임ㅋㅋㅋ"
"115",172,"istj인데 ","e가 되고 싶음."
"116",173,"인팁놀러왔다","심심하다"
"117",177,"내가 개인적으로 좋아하는 유형","esfp 진짜 흠잡을때가 없는유형들임쿨하고 뒤끝없고 감정기복도 없는거같고같이 있으면 편함 그러면서 은근 눈치도 빨라서 말귀도 잘알아먹음회사라면 음 일은 그닥 존나 빨리할것 같진 않음못한다기보단 몰래 게임할것같음ㅋㅋㅋ근데 회식때 잘놀것같고 뭐 혼내거나 해도 별생각없을듯ㅋㅋ이점이 존나맘에듬ㅇㅇ같이 데리고 담배피러나가고 싶은 유형 estpesfp랑 비슷하나 esfp보단 조금더 진지하게 일이야기나 돈이야기를 나눠보고싶은 유형근데 고민해결이 될것같진않음....열심히 해보자고 어깨툭쳐주고 싶은 유형 isfp 여자 isfp가 이상형임 남자 esfp는 강아지같고 여자 isfp는 햄스터같음존나 순종적이면서도 말대꾸안하고 귀여움 내 비서로 채용하다가 데리고 살고싶음istp실제로 지금 같이 동업하고 있는 친구임ㅋㅋ뭐 존나 부지런하거나 이러진 않으나제안하거나 어디갈데있으면 불평없이 잘도와주고은근 아이디어도 많고 고마운거많음개그코드가 잘맞아서 편하고 드립력좋고 웃긴놈임컴퓨터랑 외제차에 관심 많아서 좋은차에 대한 정보잘알려줌좋은놈임ㅋ이 네유형 존나 맘에든다"
"118",178,"저는 인프피입니다","엣티제분들은 인프피를 싫어하시나요?ㅠㅜ"
"119",180,"유형 여러게 섞여서 나옴",""
"120",181,"엣티제 존나좋아","확실하고 깔끔해 세상에 엣티제만 있었으면 좋겠음 ㄹㅇ "
"121",182,"난 남들이 estj로 안변했으면 좋겠음ㅋㅋ","나만 잘먹고 잘살고우리가족만 부자되게ㅋㅋㅋㅋ음.. 그럼 나도더이상 꼰대짓 오지랖 안떨어야겠다나만 잘먹고 잘살게ㅋㅋㅋㅋㅋ"
"122",183,"보통 몇시에 자고 몇시에 일어나냐?","난 12시부터 5시까지 ㅇㅇ"
"123",184,"유형 여러게 섞여서 나오는 엣티제 면접볼려고 연습한다",""
"124",185,"INFJ 여자 복종시키고 싶다","내조도 잘하고 예쁘고 똑똑해서 쓸모가 많을듯 "
"125",186,"S는 N을 포용하지만 N은 S를 포용못함","n직원이 맘에안든다 실수했다치면S는 에휴 미친놈... 하고 열은 받지만티안내고 봐주고 넘어갈수있음근데 반대로s직원이 그러는거n은 이해못함 n이 그러는것도 n끼리이해못함ㅋㅋㅋ태클걸고 일크게만듬그래서 부모도 S가 많음감히 N따위는 철없어서 부모자격도 없음ㅋㅋㄱㅇㅇ이걸로도 S유형들이우월하다는거"
"126",187,"S나오는법","개빡세게 개처럼 굴려지고나면 n에서 s된다살면서 내가최고였는데 내가 제일병신이란걸깨닫는순간이진짜다"
"127",188,"MBTI 유형별 선호도 조사","http://naver.me/5iYKaVyi "
"128",189,"난 꼰대틀딱한테 뭐가 그렇게 화나는지 모르겠음..","일단 뭐든지 어떤거에 있어서든 세상은 젊은게 갑임 경력직 사장 부장이랑 비교해도젊은게 최고임맞음 꼰대 부모님 상사 아재 짜증나는거다맞는말임ㅇㅇ 늙어서 잔소리하고남한테 고나리질하시는사람들 맞음맞는말이니까 그냥 그걸 인정하고 젊고 살날많고 잘난내가그분들 존중해드리면 되는거아님? 나이드신분들 이겨서 뭐함? 짜증내서 뭐함? 추함뭐가 그렇게 화나서 꼰대라는사람들한테 못마땅한지난 이해가 잘 안감...estj가 강약약강에 아부떤다는 말있는데나는 아부떤다기 보단그냥 상사나 부모님 어르신들은 솔직히 지는해임자존감이 많이 낮고 본인들이 무시당한다고 생각함실제로도 나이들면 무시당할일이 많이생기고ㅇㅇ그래서 어른으로써 그냥 더 권위세워드리고맞아요 맞아요 배려를 해드리는거임경비아저씨건 청소아주머니건 부장이건 사장이건상관없음어제 회사에서 여자동료가 설거지아주머니한테막대하는거보고 존나정털렸음아무권력없고 고생하는설거지아주머니 이겨먹어서 뭐함?ㅋㅋㅋ븅신년개인적으로 이런거 존나 못배워먹었다고 생각함그래도 참.. 인정받을곳이 없어서 아주머니한테 화풀이를하니 불쌍한 인생이다... 라고 생각하고 참았음진짜 난 내이익만생각했으면 젊은신입들한테 좋은말만하고위로 공감잘해주고 이미지메이킹잘할수 있음사람은 젊을때 인성 교육을 잘받아야되고늙어서 못바꾸면 너희가 욕하는 바로 그 꼰대틀딱되는거임"
"129",191,"나이먹고도 어설프게 깨어있는척 진보적인척 하면 더 추함","나이먹으면 그냥 나잇값하고보수적인 마인드로 행동하는게 나음나이쳐먹고도 어설프게젊은척 깨어있는척 젊은세대에 공감하는척그게 더 추함그래서 젊을때부터 보수적인걸 택하는쪽도괜찮음"
"130",192,"엔프피들 어서오고","ㅋㅋ"
"131",193,"너네 애새끼가태 낄낄 ","ㅋㅋ"
"132",194,"estj 때문에 울고 싶어요","         나는<U+00A0>isfpㅠㅠ        "
"133",195,"쓸데없는걸로 간섭 받는거 주옥같음","아무튼 이중적인 의미임1. 개씹좆같다2. 주옥처럼 값지고도 귀하다엣티제가 사람을 엄청 피곤하게 만드는데지적하는대로 생활 습관 고쳐나갈수록 간섭은 오히려줄어든다는걸 체감하게 됨좋은 습관 들여놔서 나름대로 좋다고 생각하긴 한데어느순간부터 내 자아를 잃게 될까 두렵다그동안 쓸데없이 간섭하는걸로 반항해서 정말 죄송합니다어머니"
"134",196,"infp 왜 욕하는지 알겠네 ㄹㅇ정신병자야","         난 여태까지 타유형 욕한적도 없고별관심도 없었는데오늘 infp 신입직원 있었던일팩트만 올려볼께ㅋㅋㅋㅋㅋ나한테 처음보자마자 다짜고짜잘 알지도 못하는 사이면서 자기 헤어진 남친 이야기를 늘어놓음걍 좀 순진하고 솔직한년이구나 싶어서 들어줬는데레알 미친년인게무슨 일하고 있는사람 한시간간격으로 건드려서뭐하세요??? 아 어떡하죠? 저 남친생각나요.....ㅠㅠ정신병처럼 지랄해댐....하......... 사람은 잘해주면 기어오른다는거 절실히 깨달음참고로 내가 이래서 공감이나 위로를 안해주는이유임estj 본능으로 밟고 욕하고 싶었으나 내성격 좆되기 싫어서이어폰 꼽고 못들은척 함그러니까 점심시간에도 헤어진남친 이야기퇴근길에도 그이야기 ㄹㅇ정신병자년인줄더 좆같은게 그거 관련해서 말을 해주면 대화가 안통함아.. 그럼 남친한테 한번 연락을 해봐요~'아 그렇게 막 보고싶은건 아니에요!!'그럼 딴남자 만나세요ㅋㅋㅋㅋ'네? 뭐라고요? 잘안들려요ㅠ...'<U+00A0>하... 싯팔....딴남자 만나라고요...'왤케 귀찮은듯이 말하세요???? 딴남자 만날자신없어요. 남자들이 저 싫어해요.....'<U+00A0>............개씨발년 뭘 말해주건 응 그거아니라고 반박 하는데말하기 개좆같아짐그래서 그냥 아무말 안하니까 또 귀신들린 정신병자처럼'아하핳ㅁㄴㅇ험니아험아아ㅠㅠㅠㅠ 남친 보고싶어요!!! ㅠㅠㅠㅠ' 계속 혼자 지랄해댐내일 사장님한테 녹음해서 파일보내려고        "
"135",197,"너네 다 이거 나오냐?","어쩔수없는 estj다 "
"136",198,"원래 잘나고 높은자리일수록 욕먹는법","길거리 그지를 질투하는인간은 아무도 없다ㅎㅎㅎ난 내가 주식대박터지고 배아파서 연락끊긴 주변인들그 미세한 표정변화떨리는 목소리 애써 질투안하는척그거 관찰한 순간이 인생에서 제일 즐거웠다ㅋㅋㅋㅋㅋ인간이란 재밌어"
"137",199,"반갑노",""
"138",200,"엣티제갤 둘러본 후기","다들 화가 많음"
"139",201,"엣티제랑 친해지는 법 좀 알려 줘","새로 알게 된 친구가 있는데, 그 애가 엣티제야.내가 걔한테 치대면 엣티제가 말을 막 던지면서 철벽 치는데 솔직히 좀 상처받기는 하거든?근데 오기 생겨서 더 친해지고 싶어. 내가 봤을 때 상처 주는 말 하는 것도 마음에 없는 말인데 괜히 그러는 것 같아. 그래서 더 귀엽기도 하고 좀 마음을 열게 하고 싶은데, 팁같은 거 있어? 엣티제들은 어떻게 대해줘야 마음을 여는지 감이 안 잡히더라ㅠ"
"140",202,"infp이새끼들은 ","왜 항상 좆도 안궁금한 지들이야기를처하고앉아있노ㅋㅋㅋㅋㅋㅋ이새끼들은 진짜이해가안가노ㅋㅋㅋㅋ"
"141",203,"자기주장 백날 해봐야 돈 권력 빽 없으면 아무도 안들어","nt들 보고있으면 갑갑하다일단 너희 논리 이거 다 맞다이거야백날 씨부려대봤자권력없으면 그저 코웃음치는 비웃음거리되거나아이디어 뺏김ㅋㅋㅋ돈 명예 권력있으면개소리를 해도 칭찬들음일례로 노무현이 뭐 틀린말 해서 그렇게 무시당했는줄 아냐ㅋㅋ"
"142",205,"페르소나","         엣티제인데 페르소나 엔프피다 ㅈㄹ살기힘들다<U+00A0>        "
"143",206,"팩폭) MBTI 요약",""
"144",208,"ESTJ 엄마를 둔 ENFJ 딸의 엄마 관찰기","안뇽 나는 ENFJ야. 엄마는 ESTJ이고!<U+00A0><U+00A0>나는 세상을 살아가는 방법은 일찍 깨우쳤지만, 부모님께 효도하고 감사하고 이해하는 방법은 비교적 최근에야 깨우쳤어! 그 깨우침의 이유는 MBTI였어. MBTI를 알고나니까 아, 엄마랑 나는 사고방식이 다른거구나. 엄마는 좀 더 팩트 기반의 논리적인 말을 좋아하구나. 이런 부분들을 깨달았어. 사실 사람마다 다 다른 건 당연한건데, 엄마니까 라는 비겁한 변명으로 엄마니까 나 좀 공감해줘!! 엄마니까 날 응원해줘! 이렇게 생각했던 것 같아.<U+00A0><U+00A0>지금은 엄마가 이해가 가고, 나에게 쓰고 듣기 힘든 말을 해도 다 나 잘되라는 소리구나. 나한테 관심이 있으니까 하는 소리구나 하고 괜히 더 잘 듣게되고, 맞는말들 이니까 엄마 말대로 하게 되더라구!<U+00A0><U+00A0>서론이 길었는데 엄마 밑에서 자란 딸로써 엄마를 관찰한 갓을 작어보려고! 거기에 ESTJ 친구 몇명도 추가로 생각해서! 정말 심심할 때 한번 읽고 어떤지 알려주면 재밌을거 같아! 크크- 잔소리가 많다. 잔소리는 관심있고 좋아하는 대상에게만 하고, 걱정과 잘 되라는 의미에서 하는 것이다. (일반 꼰대 같은 경향이 아님!!! 정말 진심으로 잘 됐으면 좋겠는 마음이다)- 대답할 가치가 없는 질문이면 대답을 아예 안한다. - 부탁할 때 감정적으로 호소하기보다 부탁을 통해 내가 어떤 부분에서 도움을 얻을 것 같고, 그 도움으로 어떻게 하겠다. 이런 구체적이고 실질적인 계획을 말하는 게 들어줄 확률이 크다. (이렇게 계획을 열심히 짜가서 아이패드 사는걸 허락해주셨지 히히)- 할말은 해야한다고 생각한다 예를 들면, 물건을 잘못 받았거나 안좋은 일을 겪었을 때 바로바로 돌직구로 말하는 편이다. 그치만 말투 자체는 상당히 격식 차려서? 예의를 차려서 말한다. (감정적으로 말하지 않는 것이 포인트)- 친구들이랑 나가서 노는 걸 좋아한다! 확실히 인싸같다- 책임감이 정말 많이 있다!! - 사고방식이 현실적이다. 인생의 즐거움 보다는 먹고 사는 것이 우선순위이다. - 정말 생활력이 강하다고 셍각이 든다.- 사람들 앞에서 나서야 하는 순간이 있으면 거리낌 없이 나설 수 있다- 혼자 있는 시간보다 다른 사람과 시간 보내는 것을 더 좋아하는 것 같다- 이야기를 잘 주도하는 것 같다- ESTJ 사람들의 관심 대상, 좋아하는 사람이 되기는 많이 어려운 것 같다. (ESTJ의 사람이 잔소리를 해주고 쓴소리를 한다면, 관심 대상안에 들어간 것이라고 생각해도 될 것 같다)- 현실에 자신의 위치나 현실 싱황을 살핀 후에 감정적으로 대한다. 겸손하다. 이상에 빠져사는 경우가 거의 없을 것 같다.마지막으로 ESTJ 갤러리에 글을 적고 싶어서 글들을 몇몇개 봤는데.. ESTJ는 정말 꼰대는 아니에요!! 자신한테 관심 있는 사람 한테만 얘기한단 말입니다! 나름의 애정표현이에요! ESTJ인데 잔소리를 한다면, 기쁘게 셍각해도 될 정도입니다!! 무튼, MBTI를 알게되고 엄마와 ESTJ가 더더 좋아진 한 ENFJ 였습니다. 긴글 읽어주셔서 감사합니다"
"145",209,"ESTJ 남자 바람둥이야? ","돈 많고 잘낫으니 여자도 많지?"
"146",210,"나와 함께하기엔 세상사람들 멘탈이 너무 약한거같아","         사람들이 너무 상처를 잘받고노잼이야 예민해        "
"147",211,"estj 깨물어서 먹고 싶음","         와작와작        "
"148",213,"사회생활이미지랑 밤에 노는이미지랑 다른게이있냐?","난 회사에선 공무원 내시 이미지사람들이 모두 나보고고지식하다하고 연애좀하라하고믿음직스럽다고 함ㅋㅋ하하 네^^;퇴근길에 이태원가서 쓰리썸즐기고여친이랑 카섹즐김"
"149",214,"estj가 좋아하는챔프","         갱플랭크        "
"150",215,"학교 쌤이 estj인데","estj인 학교쌤이랑 친해지려면 어떻게 해야돼??"
"151",216,"estj<-----이새끼들이 진짜 좆노잼 아니냐?","개그코드도 딱 좆한민국 개콘 수준이고 "
"152",217,"우리엄마 estj인데 난 enfp야 ","여자야."
"153",218,"운동선수들 전부 다들 존나 존경스럽다 크으....","가끔 앉아서 돈버는 내자신이얼마나 편한인생인지 겸손하게 되고잡생각안하고 매일매일 뛰어나가서 운동하고 실천하는 인생 존나멋있음그게 존나힘든거거든가끔 일하기싫을때 올림픽경기보면서동기부여함ㅇㅇ오늘은 흥민이 형 골넣은거 보고 존경스러워서나도 헬스하러 감"
"154",219,"좋아하는 사람이 엣티제야","         좋아하는 사람이 엣티제인데 어떻게 다가가는게 좋을까? 물론 사바사인건 알지만 엣티제는 보통 어떤 성격이나 행동을 좋아하는지 궁금해        "
"155",220,"경상도출신에 estj 많은거같지않냐","우선 나부터 "
"156",222,"<U+2764><U+2757><U+2757><U+2757>라면에 만두 넣어 먹는중 질문받는다<U+2757><U+2757><U+2757><U+2764>","만두 졓아"
"157",224,"<U+2764><U+2764><U+2764><U+2764>뉸사람이야<U+2764><U+2764><U+2764><U+2764>","눈_눈"
"158",225,"estj인 박명수가 문빠때문에 고생했었구나","이제알았네박명수 존경하는데 존나불쌍하다estj는 연예인도 고생하는구나 에휴힘내시길 명수형!"
"159",226,"너희는 어떤 사람이랑 결혼하고 싶어?","연애결혼한다는 가정 하에 "
"160",227,"estj남자들은 대한민국 한녀들 조심할것","현재 대한민국 가장 아버지들 고생만 죽도록 하고자식새끼들 마누라년들은 무시하고돈뜯기면서 사는게 현실이야잘살아도 내돈 내가 못쓰는 불쌍한 estj들특히 estj젊은 남자들은 일찍성공하거나근면성실한 모습에 ㅈ같은 한녀들이 노리고들러붙을수 있으니 선물주지말고한녀들한테 차자랑 돈자랑 하지마라ㅇㅇ그리고 웬만하면 집안일잘하고말잘듣고 남편말 하늘같이 여기는 일본이나조신한 서양애들이랑 살아라한녀들은 젊을때 먹고버리면 된다명심해라"
"161",233,"잉뿌삐 만화!!","잉뿌삐는 능력자들이라궁 호에엥 뿌직"
"162",235,"잉,,,,,,,,엥,,,,,,,,잉뿝삐<U+2764><U+2B50>","귀여워"
"163",236,"estj가 아닌 nf가 상사일경우 벌어지는일","estj는 꼰대짓 잔소리많이함 인정근데 그의도가 남 잘되라고 하는 말임듣기싫은건 인정ㅋnf는 대신 교묘하게 이간질 텃세 치사한짓을 존나함의도가 남 잘되는꼴 못봐서임대놓고 이거해라 저거해라 못하고사람 테스트하듯이잘떠봄대놓고 잔소리하는게 아니라이새끼가 어디까지 하는지보자 영악하게 지켜봄사람 툭툭건드리듯이 괴롭힘그게 f이다 보니 병신같이 티가남estj가 대놓고 사람패는 폭행범이면nf는 절도범, 뺑소니임주로 nf들이 많은 여자들 집단에서이간질 태움이 많고st가 많은 남자집단에선 서열 군기문화가 많은이유임"
"164",237,"ESTJ 성격이 시원시원하고 좋던데","         밀당이 없고 진짜 괜찮다 싶으면 집중하는거 너무 멋있음남자가 이 성격이면 여자가 좀 좋아할거같아일도 잘하고 성격도 시원시원하고 할 일 딱 정해서 표 짜주고자존심 세거나 그런거 아니면 연인이던 부부던 같이 성장하기 좋을듯        "
"165",238,"너희는 여가생활 보통 어떻게보내?","난 요즘 조준보면서 자극받아서<U+00A0>운동에 미쳐있어"
"166",239,"esfp ㄹㅇ호감임","         같이 잇으면 즐겁고나를 강제 인싸로 만들어주는 애들임놀러가는 계획도 얘가 다 짜줘서 사랑스러움        "
"167",240,"이거 정확한거 맞아?","100프로 나오네 정상이냐;; "
"168",241,"엣티제들이 가슴깊이 새겨야하는 명언.jpg","         이것보다 가슴을 울리는 말이 어딨냐?ㅇㅈ하면 개추        "
"169",243,"사나랑 결혼하구싶다","         ㄴ눈빛시발ㅠㅠㅠ        "
"170",244,"다들 이상형인 연예인 말해 봐","         난 이연희        "
"171",245,"내가 제일 좋아하는 영화 명대사","         비스티 보이즈 하정우사랑한다고 씨발련아!!!!이시발 좆같이 생겨가지고 만나줬더니 개좆같은소리를 해?징징거리는년들한테 해주고 싶은말        "
"172",248,"근데 너네 여친사귈때","         진도 빠른편임?        "
"173",249,"istp 잘맞는듯","         관심사나 대화도 잘통하고말하는거 존나 쿨하고가끔 뜬금없는 말하는거 웃김사바사긴 하겠지만 코드가 잘통함둘이 바라보는 시각이 묘하게 다른데도몇마디 나누면 서로 논리적으로 수긍이 잘되서 좋음        "
"174",250,"ESTJ 화이팅","         다들 현생사느라<U+00A0>바쁘겠지만사랑한다        "
"175",251,"우린 성격이 좋아서 무슨유형 좋다는글밖에 없음ㅋㅋ","다른갤가면무슨유형 극혐 어떤 유형싫지않냐?까는글들 졸라많은데엣티제들은 성격이 착해서딱히 타유형 까는글도 별로없음오히려 타유형 칭찬하고좋다는글이 더많은게 팩트ㅋㅋ넷상에서조차 완벽한 엣티제"
"176",252,"씹 프피 나가뒤졌으면","씨발련들 고집은 존나 세면서 따박따박 논리적으로 다 대답해줘도 "
"177",253,"그림으로 보는 엣티제와 인프피의 관계","캐릭은 어몽이"
"178",254,"사랑? 그것도 어차피 다~ 구라다","사랑? 그것도 어차피 다 구라다내가 너한테 다시 돌아갈 수 있다면다시 돌아간다면, 그땐 너한테 의리 꼭 지킬께"
"179",255,"오빠가 그빚 갚아줄까? 돈쓸때가 없어서","빚이 얼만데?이..이천이요오빠가 갚아줄까? 오빠가 돈쓸때가 없어서ㅋㅋㅋ"
"180",256,"estj 사귈 때 조심해야할 거 있어?","         ESTJ 남자친구를 사귀게 되었는데, 사귈 때 조심해야할만한게 있나 궁금해서 왔어뭔가 여자친구가 이런 행동 하면 싫어지고 정떨어질거 같다 이런 행동 있으면 알려주라!MBTI가 성격의 전부는 아니지만, 그래도 너네와 행동반경이 비슷한거잖아<U+00A0>그래서 도움될거같아        "
"181",258,"INFP ESTJ 차이","INFP애들 ESTJ 딱히 관심도 없고 욕도 안하는데 "
"182",259,"신의가 없고 도덕심이 최저인 유형","         천박한 직업을 가졌을 확률이 높음.        "
"183",260,"estj 랑 entj 정리 구분해줄께","         estj 돈>돈>권력>명예 명예있으면 좋지만 굳이 없어도 됨트럼프나 전두환처럼 욕먹어도 나만배부르고 행복하면 그만임대업 사채업 사장하면서 매달 누워서 돈벌어도 노상관entj 명예>명예>권력>돈돈은같이 자연스럽게 딸려오는것옳은방법으로 내적성에 맞는일 하면서 남들에게 본보기도 되면서유명세도 적절히 타고싶음        "
"184",264,"난 남잘되는거 보면 존나흐뭇하고 좋던데","         남 잘되면 배아픈사람도 있구나질투도 하구나라는걸 여기 디씨보면서 깨달음 ㄹㅇ당연히 친구나 다른사람 잘되면 같이 기쁜건줄 알면서살아왔음        "
"185",266,"estp estj차이 먼지아세요?","         ㅇㅇ        "
"186",267,"entp","         좆같음estj는 자신감에 어느 정도 근거라도 있지 이새끼들은 근거는 없어도 지 세상임<U+00A0>        "
"187",269,"자존감이 높으면 흔들리지않음","나무가되셈 "
"188",270,"인터넷과 미디어 발달이","사람들의 눈높이를 잔뜩 높여놧음 남들과 비교하고 열등감을 가지고 살아가는게 더 익숙해진 세상 어딜가나 서로 혐오하고 싸우는곳 투성이 "
"189",271,"니네 너무 좋아","우리 반 반장 ESTJ인데성격 좋아 어느정도 선을 알고 재치있고 예의있고 재미있어발표도 잘하고 우등생 진심 같은 여자인데 반할뻔그래서 Estj에 대한 호감도가 높아나 ISTJ인데 ESTJ들은 istj 어떻게 생각해좋아보이고 싶다"
"190",273,"디씨가 원래 감정쓰레기통 이잖어","         엠생들이 욕구해소를 못하니까여기다 지 뇌피셜만 잔뜩 싸지르고 다니면서관심받고 대리만족 할려고 여포짓하는거임현실에서 인생 잘살고 사랑받고 있는애들이여기다 굳이 배설하고 다닐 이유가 있겠냐밑에 자존감 얘기 나와서 하는말인데원래 자존감이 낮은 사람일수록 남을 깎아내려야자신이 우월해진다는 생각을함디씨는 대다수가 급식충에 불건강한사람들이라 어쩔 수없어mbti도 그렇게 변질되어 가고있고난 생각보다 여기 클린한거보고 놀랬음        "
"191",274,"구르는 돌에는 이끼가 끼지 않는다","         그날 내자신에게 하루하루 충실하면서 살면<U+00A0>남까내리고<U+00A0>쓸데없는 고민할 시간이 없음그리고 현재에 충실하면 자연스럽게 미래도 보이는법이지        "
"192",276,"행복을 무기한 연기","하면 금방 번아웃 난 매일 힐링이 필요해 컨디션 유지에 강박증잇어 "
"193",278,"탈갤ㅃㅂ","사람없는 고요한 갤러리에 기분좋은 긴장감이 좋앗다 더 정들기전에 떠날거야 엣티제들 잘지내 다 잘될거야 "
"194",279,"교통사고 나도 나혼자죽어야겠다고 생각한 엣티제 장동민",""
"195",280,"인프피가 실제로 쓴글 개소름","나도 인프피니 뭐니 별관심없는데우연히 보다가 레알루 소름돋았다...무서워진심"
"196",281,"엣티제도 아닌 병신들이 존나 글써대네","엣티제 외엔 다 꺼져라"
"197",283,"사람은 집단의 수준, 사회 계급이 중요한게","중견대기업이 거래처일땐인간들이 기본적인 사회예절이란게 있었거든여자경리계집년 쓰는단어수준도 다름아 네 제가 곧 전화드리겠습니다제가 죄송합니다. 참석하겠습니다요즘 좆소기업 거래다니는데경리년들 수준이 걸래좆창년인게 티가남콜할께요~!내가뭘요? 아 갈께요 개웃교사람은 집단의 분위기를 따라가고 학습함단어한마디만 봐도 삶의수준어떻게 살아왔는지 삶의급이 보임 난 점쟁이 사주팔자보는 사람들도아마 이런요소들 보면서 어느정도 조언해주는거라 생각함 "
"198",284,"의대생 ESTJ 있어?","난 꼰대아닌데..."
"199",285,"여자 ESTJ 어떰","ㅁㅌㅊ임???"
"200",287,"mbti S들 N들 특징","         앞서나가고 진보적인 생각하는 N성향들S들이 돈주고 구슬리고 고용해서 열정페이로 굴림N들은 지들이 존나 앞서나가고 똑똑한줄알지만결국 S들 손에 놀아남        "
"201",288,"ESTJ는","존나 멋있어"
"202",289,"INFJ 여자 존나 꼴림","복종시켜버리고싶 "
"203",290,"인프제 개따먹고싶노","ㅋㅋ "
